"Plot Title: Blue-4_04-19-2016"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10643648, SEN S/N: 10643648)","Intensity, Lux (LGR S/N: 10643648, SEN S/N: 10643648)","End Of File (LGR S/N: 10643648, SEN S/N: 10643648)"
1,04/19/16 09:00:00 AM,20.043,0.0,
2,04/19/16 09:05:00 AM,19.948,0.0,
3,04/19/16 09:10:00 AM,19.853,0.0,
4,04/19/16 09:15:00 AM,19.758,0.0,
5,04/19/16 09:20:00 AM,19.853,0.0,
6,04/19/16 09:25:00 AM,19.853,0.0,
7,04/19/16 09:30:00 AM,19.948,0.0,
8,04/19/16 09:35:00 AM,20.043,0.0,
9,04/19/16 09:40:00 AM,20.043,0.0,
10,04/19/16 09:45:00 AM,19.948,172.2,
11,04/19/16 09:50:00 AM,19.758,193.8,
12,04/19/16 09:55:00 AM,19.662,226.0,
13,04/19/16 10:00:00 AM,19.567,1980.6,
14,04/19/16 10:05:00 AM,19.092,678.1,
15,04/19/16 10:10:00 AM,20.234,1722.2,
16,04/19/16 10:15:00 AM,21.760,2325.0,
17,04/19/16 10:20:00 AM,23.484,2497.2,
18,04/19/16 10:25:00 AM,25.319,2583.4,
19,04/19/16 10:30:00 AM,26.195,1097.9,
20,04/19/16 10:35:00 AM,26.000,4305.6,
21,04/19/16 10:40:00 AM,26.390,1130.2,
22,04/19/16 10:45:00 AM,27.173,3788.9,
23,04/19/16 10:50:00 AM,27.665,2497.2,
24,04/19/16 10:55:00 AM,27.665,5511.1,
25,04/19/16 11:00:00 AM,29.853,28933.5,
26,04/19/16 11:05:00 AM,29.752,1636.1,
27,04/19/16 11:10:00 AM,28.953,1097.9,
28,04/19/16 11:15:00 AM,29.053,2066.7,
29,04/19/16 11:20:00 AM,29.352,10677.8,
30,04/19/16 11:25:00 AM,29.752,3788.9,
31,04/19/16 11:30:00 AM,30.154,8611.2,
32,04/19/16 11:35:00 AM,30.963,9644.5,
33,04/19/16 11:40:00 AM,32.394,7577.8,
34,04/19/16 11:45:00 AM,33.639,8611.2,
35,04/19/16 11:50:00 AM,34.479,5511.1,
36,04/19/16 11:55:00 AM,35.009,10333.4,
37,04/19/16 12:00:00 PM,35.009,9300.1,
