"Plot Title: Blue-3_04-19-2016"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10641662, SEN S/N: 10641662)","Intensity, Lux (LGR S/N: 10641662, SEN S/N: 10641662)","End Of File (LGR S/N: 10641662, SEN S/N: 10641662)"
1,04/19/16 09:00:00 AM,20.901,64.6,
2,04/19/16 09:05:00 AM,20.710,64.6,
3,04/19/16 09:10:00 AM,20.615,0.0,
4,04/19/16 09:15:00 AM,20.615,0.0,
5,04/19/16 09:20:00 AM,20.615,0.0,
6,04/19/16 09:25:00 AM,20.710,0.0,
7,04/19/16 09:30:00 AM,20.710,0.0,
8,04/19/16 09:35:00 AM,20.901,0.0,
9,04/19/16 09:40:00 AM,20.901,0.0,
10,04/19/16 09:45:00 AM,20.710,32.3,
11,04/19/16 09:50:00 AM,20.234,53.8,
12,04/19/16 09:55:00 AM,19.948,75.3,
13,04/19/16 10:00:00 AM,19.567,4133.4,
14,04/19/16 10:05:00 AM,19.282,861.1,
15,04/19/16 10:10:00 AM,20.424,1022.6,
16,04/19/16 10:15:00 AM,22.046,1894.5,
17,04/19/16 10:20:00 AM,24.062,1980.6,
18,04/19/16 10:25:00 AM,25.805,2325.0,
19,04/19/16 10:30:00 AM,26.488,656.6,
20,04/19/16 10:35:00 AM,26.195,871.9,
21,04/19/16 10:40:00 AM,26.292,4305.6,
22,04/19/16 10:45:00 AM,26.097,796.5,
23,04/19/16 10:50:00 AM,26.000,871.9,
24,04/19/16 10:55:00 AM,26.097,1377.8,
25,04/19/16 11:00:00 AM,26.390,2755.6,
26,04/19/16 11:05:00 AM,27.370,624.3,
27,04/19/16 11:10:00 AM,27.567,312.2,
28,04/19/16 11:15:00 AM,27.764,107.6,
29,04/19/16 11:20:00 AM,27.862,581.3,
30,04/19/16 11:25:00 AM,28.159,290.6,
31,04/19/16 11:30:00 AM,28.555,2755.6,
32,04/19/16 11:35:00 AM,29.152,269.1,
33,04/19/16 11:40:00 AM,29.752,3272.2,
34,04/19/16 11:45:00 AM,30.356,1280.9,
35,04/19/16 11:50:00 AM,30.862,828.8,
36,04/19/16 11:55:00 AM,31.370,398.3,
37,04/19/16 12:00:00 PM,31.778,1001.0,
38,04/19/16 12:05:00 PM,32.291,64.6,
39,04/19/16 12:10:00 PM,32.497,2497.2,
40,04/19/16 12:15:00 PM,32.911,1087.2,
41,04/19/16 12:20:00 PM,33.535,925.7,
42,04/19/16 12:25:00 PM,33.953,505.9,
43,04/19/16 12:30:00 PM,34.163,96.9,
44,04/19/16 12:35:00 PM,34.374,312.2,
45,04/19/16 12:40:00 PM,35.009,1248.6,
46,04/19/16 12:45:00 PM,35.864,495.1,
47,04/19/16 12:50:00 PM,36.728,398.3,
