6881-0660
REV: 3.33
Time (sec)  T (deg C)  DO (mg/l)  Q ()
1432133760, 19.741142, 7.977408, 0.996938
1432134360, 19.757846, 8.013092, 0.996740
1432134960, 19.782901, 8.053482, 0.997001
1432135560, 19.824657, 8.076106, 0.996828
1432136160, 19.908158, 8.114831, 0.997279
1432136760, 19.991645, 8.126515, 0.996365
1432137360, 20.066772, 8.161057, 0.996768
1432137960, 20.133543, 8.177427, 0.997064
1432138560, 20.175270, 8.159341, 0.996287
1432139160, 20.250372, 8.214907, 0.997624
1432139760, 20.317122, 8.231519, 0.996660
1432140360, 20.400548, 8.271566, 0.996694
1432140960, 20.525667, 8.307606, 0.996849
1432141560, 20.684117, 8.306736, 0.996521
1432142160, 20.784173, 8.314780, 0.997316
1432142760, 20.917562, 8.313875, 0.996043
1432143360, 21.075932, 8.384239, 0.998173
1432143960, 21.184275, 8.369036, 0.996303
1432144560, 21.359265, 8.385695, 0.996083
1432145160, 21.559220, 8.431702, 0.997815
1432145760, 21.700834, 8.414826, 0.996889
1432146360, 21.867420, 8.434453, 0.998397
1432146960, 22.050645, 8.442579, 0.997263
1432147560, 22.233850, 8.436431, 0.996936
1432148160, 22.417038, 8.423208, 0.997458
1432148760, 22.558583, 8.406860, 0.996940
1432149360, 22.650167, 8.432902, 0.998683
1432149960, 22.725097, 8.398356, 0.996976
1432150560, 22.833327, 8.412761, 0.997823
1432151160, 22.883277, 8.392188, 0.997438
1432151760, 23.008152, 8.380556, 0.996424
1432152360, 23.116373, 8.380624, 0.996753
1432152960, 23.182970, 8.370145, 0.997808
1432153560, 23.066425, 8.257909, 0.996064
1432154160, 23.041451, 8.243209, 0.996369
1432154760, 23.058101, 8.217676, 0.995864
