"Date","Time, GMT-07:00","Temp, °C"
05/19/15,08:00:00,15.223
05/19/15,08:15:00,17.011
05/19/15,08:30:00,19.888
05/19/15,08:45:00,20.507
05/19/15,09:00:00,20.674
05/19/15,09:15:00,22.106
05/19/15,09:30:00,24.339
05/19/15,09:45:00,31.714
05/19/15,10:00:00,29.290
05/19/15,10:15:00,30.849
05/19/15,10:30:00,20.913
05/19/15,10:45:00,19.865
05/19/15,11:00:00,19.865
05/19/15,11:15:00,19.936
05/19/15,11:30:00,20.150
05/19/15,11:45:00,20.365
05/19/15,12:00:00,20.531
05/19/15,12:15:00,20.674
05/19/15,12:30:00,20.817
05/19/15,12:45:00,20.984
05/19/15,13:00:00,21.103
05/19/15,13:15:00,21.318
05/19/15,13:30:00,21.557
05/19/15,13:45:00,21.843
05/19/15,14:00:00,22.034
05/19/15,14:15:00,22.058
05/19/15,14:30:00,22.202
05/19/15,14:45:00,22.250
05/19/15,15:00:00,22.369
05/19/15,15:15:00,22.609
05/19/15,15:30:00,22.393
05/19/15,15:45:00,22.369
05/19/15,16:00:00,22.489
05/19/15,16:15:00,22.489
05/19/15,16:30:00,22.489
05/19/15,16:45:00,22.609
05/19/15,17:00:00,22.753
05/19/15,17:15:00,22.824
05/19/15,17:30:00,22.896
05/19/15,17:45:00,22.896
05/19/15,18:00:00,22.848
05/19/15,18:15:00,22.776
05/19/15,18:30:00,22.705
05/19/15,18:45:00,22.537
05/19/15,19:00:00,22.465
05/19/15,19:15:00,22.393
05/19/15,19:30:00,22.274
05/19/15,19:45:00,22.130
05/19/15,20:00:00,21.939
05/19/15,20:15:00,21.700
05/19/15,20:30:00,21.485
05/19/15,20:45:00,21.318
05/19/15,21:00:00,21.127
05/19/15,21:15:00,20.960
05/19/15,21:30:00,20.817
05/19/15,21:45:00,20.698
05/19/15,22:00:00,20.555
05/19/15,22:15:00,20.412
05/19/15,22:30:00,20.317
05/19/15,22:45:00,20.246
05/19/15,23:00:00,20.150
05/19/15,23:15:00,20.031
05/19/15,23:30:00,19.888
05/19/15,23:45:00,19.770
05/20/15,00:00:00,19.698
05/20/15,00:15:00,19.651
05/20/15,00:30:00,19.555
05/20/15,00:45:00,19.436
05/20/15,01:00:00,19.318
05/20/15,01:15:00,19.222
05/20/15,01:30:00,19.103
05/20/15,01:45:00,19.032
05/20/15,02:00:00,18.961
05/20/15,02:15:00,18.937
05/20/15,02:30:00,18.937
05/20/15,02:45:00,18.913
05/20/15,03:00:00,18.866
05/20/15,03:15:00,18.818
05/20/15,03:30:00,18.771
05/20/15,03:45:00,18.747
05/20/15,04:00:00,18.723
05/20/15,04:15:00,18.675
05/20/15,04:30:00,18.652
05/20/15,04:45:00,18.604
05/20/15,05:00:00,18.557
05/20/15,05:15:00,18.509
05/20/15,05:30:00,18.485
05/20/15,05:45:00,18.414
05/20/15,06:00:00,18.390
05/20/15,06:15:00,18.390
05/20/15,06:30:00,18.390
05/20/15,06:45:00,18.438
05/20/15,07:00:00,18.438
05/20/15,07:15:00,18.485
05/20/15,07:30:00,18.509
05/20/15,07:45:00,18.533
05/20/15,08:00:00,18.604
05/20/15,08:15:00,18.675
05/20/15,08:30:00,18.771
05/20/15,08:45:00,18.913
05/20/15,09:00:00,19.080
05/20/15,09:15:00,19.222
05/20/15,09:30:00,19.413
05/20/15,09:45:00,19.484
05/20/15,10:00:00,19.722
05/20/15,10:15:00,19.912
05/20/15,10:30:00,19.984
05/20/15,10:45:00,20.055
05/20/15,11:00:00,20.246
05/20/15,11:15:00,20.412
05/20/15,11:30:00,20.603
05/20/15,11:45:00,20.770
05/20/15,12:00:00,20.913
05/20/15,12:15:00,20.960
05/20/15,12:30:00,21.079
05/20/15,12:45:00,21.294
05/20/15,13:00:00,21.437
05/20/15,13:15:00,21.604
05/20/15,13:30:00,21.581
05/20/15,13:45:00,21.795
05/20/15,14:00:00,21.724
05/20/15,14:15:00,21.987
05/20/15,14:30:00,22.130
05/20/15,14:45:00,22.321
05/20/15,15:00:00,22.321
05/20/15,15:15:00,22.561
05/20/15,15:30:00,22.585
05/20/15,15:45:00,22.513
05/20/15,16:00:00,22.561
05/20/15,16:15:00,22.657
05/20/15,16:30:00,22.657
05/20/15,16:45:00,22.705
05/20/15,17:00:00,22.848
05/20/15,17:15:00,22.944
05/20/15,17:30:00,23.040
05/20/15,17:45:00,23.064
05/20/15,18:00:00,23.064
05/20/15,18:15:00,23.040
05/20/15,18:30:00,22.944
05/20/15,18:45:00,22.896
05/20/15,19:00:00,22.824
05/20/15,19:15:00,22.729
05/20/15,19:30:00,22.633
05/20/15,19:45:00,22.513
05/20/15,20:00:00,22.369
05/20/15,20:15:00,22.202
05/20/15,20:30:00,22.034
05/20/15,20:45:00,21.891
05/20/15,21:00:00,21.748
05/20/15,21:15:00,21.604
05/20/15,21:30:00,21.461
05/20/15,21:45:00,21.342
05/20/15,22:00:00,21.175
05/20/15,22:15:00,21.056
05/20/15,22:30:00,20.984
05/20/15,22:45:00,20.889
05/20/15,23:00:00,20.817
05/20/15,23:15:00,20.722
05/20/15,23:30:00,20.603
05/20/15,23:45:00,20.484
05/21/15,00:00:00,20.388
05/21/15,00:15:00,20.293
05/21/15,00:30:00,20.198
05/21/15,00:45:00,20.103
05/21/15,01:00:00,20.007
05/21/15,01:15:00,19.912
05/21/15,01:30:00,19.817
05/21/15,01:45:00,19.722
05/21/15,02:00:00,19.698
05/21/15,02:15:00,19.674
05/21/15,02:30:00,19.627
05/21/15,02:45:00,19.603
05/21/15,03:00:00,19.555
05/21/15,03:15:00,19.555
05/21/15,03:30:00,19.532
05/21/15,03:45:00,19.532
05/21/15,04:00:00,19.532
05/21/15,04:15:00,19.555
05/21/15,04:30:00,19.532
05/21/15,04:45:00,19.532
05/21/15,05:00:00,19.532
05/21/15,05:15:00,19.579
05/21/15,05:30:00,19.579
05/21/15,05:45:00,19.579
05/21/15,06:00:00,19.579
05/21/15,06:15:00,19.579
05/21/15,06:30:00,19.579
05/21/15,06:45:00,19.484
05/21/15,07:00:00,19.460
05/21/15,07:15:00,19.460
05/21/15,07:30:00,19.460
05/21/15,07:45:00,19.460
05/21/15,08:00:00,19.460
05/21/15,08:15:00,19.508
05/21/15,08:30:00,19.484
05/21/15,08:45:00,19.532
05/21/15,09:00:00,19.555
05/21/15,09:15:00,19.579
05/21/15,09:30:00,19.579
05/21/15,09:45:00,19.603
05/21/15,10:00:00,19.627
05/21/15,10:15:00,19.722
05/21/15,10:30:00,19.793
05/21/15,10:45:00,19.865
05/21/15,11:00:00,19.936
05/21/15,11:15:00,20.031
05/21/15,11:30:00,20.031
05/21/15,11:45:00,20.055
05/21/15,12:00:00,20.126
05/21/15,12:15:00,20.246
05/21/15,12:30:00,20.436
05/21/15,12:45:00,20.436
05/21/15,13:00:00,20.555
05/21/15,13:15:00,20.698
05/21/15,13:30:00,20.936
05/21/15,13:45:00,21.270
05/21/15,14:00:00,21.318
05/21/15,14:15:00,21.509
05/21/15,14:30:00,21.437
05/21/15,14:45:00,21.533
05/21/15,15:00:00,21.557
05/21/15,15:15:00,21.223
05/21/15,15:30:00,21.294
05/21/15,15:45:00,21.246
05/21/15,16:00:00,21.223
05/21/15,16:15:00,21.246
05/21/15,16:30:00,21.294
05/21/15,16:45:00,21.366
05/21/15,17:00:00,21.390
05/21/15,17:15:00,21.485
05/21/15,17:30:00,21.557
05/21/15,17:45:00,21.390
05/21/15,18:00:00,21.318
05/21/15,18:15:00,21.294
05/21/15,18:30:00,21.318
05/21/15,18:45:00,21.199
05/21/15,19:00:00,21.175
05/21/15,19:15:00,21.175
05/21/15,19:30:00,21.151
05/21/15,19:45:00,21.079
05/21/15,20:00:00,21.008
05/21/15,20:15:00,20.889
05/21/15,20:30:00,20.722
05/21/15,20:45:00,20.627
05/21/15,21:00:00,20.579
05/21/15,21:15:00,20.531
05/21/15,21:30:00,20.507
05/21/15,21:45:00,20.484
05/21/15,22:00:00,20.460
05/21/15,22:15:00,20.388
05/21/15,22:30:00,20.293
05/21/15,22:45:00,20.174
05/21/15,23:00:00,20.007
05/21/15,23:15:00,19.888
05/21/15,23:30:00,19.770
05/21/15,23:45:00,19.698
05/22/15,00:00:00,19.651
05/22/15,00:15:00,19.579
05/22/15,00:30:00,19.484
05/22/15,00:45:00,19.413
05/22/15,01:00:00,19.389
05/22/15,01:15:00,19.389
05/22/15,01:30:00,19.341
05/22/15,01:45:00,19.246
05/22/15,02:00:00,19.151
05/22/15,02:15:00,19.103
05/22/15,02:30:00,19.056
05/22/15,02:45:00,19.008
05/22/15,03:00:00,18.985
