6881-0660
REV: 3.33
Time (sec)  T (deg C)  DO (mg/l)  Q ()
1461014160, 20.875880, 7.142569, 0.994676
1461015060, 20.842534, 7.150359, 0.994604
1461015960, 20.775836, 7.165975, 0.995644
1461016860, 20.775836, 7.171913, 0.996063
1461017760, 20.842534, 7.138526, 0.994952
1461018660, 20.892553, 7.132769, 0.994689
1461019560, 20.917562, 7.126943, 0.994743
1461020460, 20.950905, 7.130990, 0.995653
1461021360, 20.959241, 7.140871, 0.995322
1461022260, 21.692504, 7.048319, 0.996407
1461023160, 22.741748, 6.922874, 0.996622
1461024060, 23.773982, 6.794411, 0.996181
1461024960, 24.389923, 6.769670, 0.996490
1461025860, 23.898838, 6.847183, 0.995503
1461026760, 23.457672, 6.886055, 0.995270
1461027660, 22.966528, 6.919262, 0.995642
1461028560, 22.500301, 6.953448, 0.996040
1461029460, 21.892407, 7.008751, 0.995257
1461030360, 21.175942, 7.061292, 0.994093
1461031260, 20.875880, 7.077831, 0.993636
1461032160, 20.709133, 7.093057, 0.994363
1461033060, 20.584047, 7.104570, 0.994414
1461033960, 20.483963, 7.110314, 0.994127
1461034860, 20.392206, 7.108280, 0.993836
