6881-0672
REV: 3.33
Time (sec)  T (deg C)  DO (mg/l)  Q ()
1460926920, 20.727200, 7.139256, 1.005455
1460927820, 20.735542, 7.137311, 1.005063
1460928720, 20.743884, 7.141268, 1.005497
1460929620, 20.743884, 7.135366, 1.005078
1460930520, 20.752226, 7.139322, 1.005512
1460931420, 20.760569, 7.143281, 1.005947
1460932320, 20.768910, 7.129536, 1.005122
1460933220, 20.768910, 7.129536, 1.005122
1460934120, 20.777252, 7.133490, 1.005557
1460935020, 20.785594, 7.137446, 1.005992
1460935920, 20.793936, 7.129605, 1.005587
1460936820, 20.802277, 7.133561, 1.005615
1460937720, 20.810618, 7.137519, 1.006050
1460938620, 20.818960, 7.123785, 1.004817
1460939520, 20.827301, 7.133635, 1.005672
1460940420, 20.835642, 7.125798, 1.005267
1460941320, 20.843983, 7.141558, 1.005728
1460942220, 20.852324, 7.127814, 1.005310
1460943120, 20.852324, 7.139615, 1.006151
1460944020, 20.860665, 7.143580, 1.006179
1460944920, 20.860665, 7.131772, 1.005337
1460945820, 20.869005, 7.129832, 1.005352
1460946720, 20.869005, 7.135732, 1.005773
1460947620, 20.860665, 7.143580, 1.005363
