"Plot Title: Boulders-2_05-17-2016"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10641665, SEN S/N: 10641665)","Intensity, Lux (LGR S/N: 10641665, SEN S/N: 10641665)","End Of File (LGR S/N: 10641665, SEN S/N: 10641665)"
1,06/24/16 08:00:00 AM,94.763,796.5,
2,06/24/16 08:05:00 AM,101.476,409.0,
3,06/24/16 08:10:00 AM,79.084,1377.8,
4,06/24/16 08:15:00 AM,19.472,183.0,
5,06/24/16 08:20:00 AM,60.852,1345.5,
6,06/24/16 08:25:00 AM,22.142,1044.1,
7,06/24/16 08:30:00 AM,35.435,1087.2,
8,06/24/16 08:35:00 AM,22.525,10.8,
9,06/24/16 08:40:00 AM,30.862,1894.5,
10,06/24/16 08:45:00 AM,41.575,1097.9,
11,06/24/16 08:50:00 AM,77.970,22044.6,
12,06/24/16 08:55:00 AM,19.092,204.5,
13,06/24/16 09:00:00 AM,19.092,258.3,
14,06/24/16 09:05:00 AM,43.601,376.7,
15,06/24/16 09:10:00 AM,237.082,871.9,
16,06/24/16 09:15:00 AM,23.292,21.5,
17,06/24/16 09:20:00 AM,46.593,785.8,
18,06/24/16 09:25:00 AM,27.468,193.8,
19,06/24/16 09:30:00 AM,200.771,861.1,
20,06/24/16 09:35:00 AM,47.109,21.5,
21,06/24/16 09:40:00 AM,37.604,319646.6,
22,06/24/16 09:45:00 AM,27.862,21.5,
23,06/24/16 09:50:00 AM,28.159,32.3,
24,06/24/16 09:55:00 AM,28.555,10.8,
25,06/24/16 10:00:00 AM,28.754,43.1,
26,06/24/16 10:05:00 AM,28.853,32.3,
27,06/24/16 10:10:00 AM,29.053,21.5,
28,06/24/16 10:15:00 AM,29.252,32.3,
29,06/24/16 10:20:00 AM,29.452,32.3,
30,06/24/16 10:25:00 AM,29.452,21.5,
31,06/24/16 10:30:00 AM,29.552,10.8,
32,06/24/16 10:35:00 AM,29.652,21.5,
33,06/24/16 10:40:00 AM,29.452,0.0,
34,06/24/16 10:45:00 AM,29.352,139.9,
35,06/24/16 10:50:00 AM,29.152,64.6,
36,06/24/16 10:55:00 AM,28.456,549.0,
37,06/24/16 11:00:00 AM,27.370,850.4,
38,06/24/16 11:05:00 AM,27.075,947.2,
39,06/24/16 11:10:00 AM,26.781,1097.9,
40,06/24/16 11:15:00 AM,27.468,17222.3,
41,06/24/16 11:20:00 AM,28.060,41333.6,
42,06/24/16 11:25:00 AM,23.484,11022.3,
43,06/24/16 11:30:00 AM,23.196,10333.4,
44,06/24/16 11:35:00 AM,22.812,12400.1,
45,06/24/16 11:40:00 AM,22.717,10333.4,
46,06/24/16 11:45:00 AM,22.621,9644.5,
47,06/24/16 11:50:00 AM,22.525,8266.7,
48,06/24/16 11:55:00 AM,22.525,8266.7,
49,06/24/16 12:00:00 PM,22.429,7233.4,
50,06/24/16 12:05:00 PM,22.429,7233.4,
51,06/24/16 12:10:00 PM,22.333,6544.5,
52,06/24/16 12:15:00 PM,22.333,6544.5,
53,06/24/16 12:20:00 PM,22.333,7233.4,
54,06/24/16 12:25:00 PM,22.238,6200.0,
55,06/24/16 12:30:00 PM,22.238,5511.1,
56,06/24/16 12:35:00 PM,22.142,5166.7,
