"Plot Title: Coyote-2_06-24-2016"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10641667, SEN S/N: 10641667)","Intensity, Lux (LGR S/N: 10641667, SEN S/N: 10641667)","Coupler Attached (LGR S/N: 10641667, SEN S/N: 10641667)","Host Connected (LGR S/N: 10641667, SEN S/N: 10641667)","Stopped (LGR S/N: 10641667, SEN S/N: 10641667)","End Of File (LGR S/N: 10641667, SEN S/N: 10641667)"
1,06/24/16 08:00:00 AM,31.983,2755.6,,,,
2,06/24/16 08:05:00 AM,32.807,2755.6,,,,
3,06/24/16 08:10:00 AM,33.430,387.5,,,,
4,06/24/16 08:15:00 AM,33.639,2497.2,,,,
5,06/24/16 08:20:00 AM,33.639,3444.5,,,,
6,06/24/16 08:25:00 AM,33.743,3444.5,,,,
7,06/24/16 08:30:00 AM,33.743,0.0,,,,
8,06/24/16 08:35:00 AM,33.535,0.0,,,,
9,06/24/16 08:40:00 AM,33.222,215.3,,,,
10,06/24/16 08:45:00 AM,32.911,118.4,,,,
11,06/24/16 08:50:00 AM,32.600,3616.7,,,,
12,06/24/16 08:55:00 AM,33.326,2927.8,,,,
13,06/24/16 09:00:00 AM,33.848,958.0,,,,
14,06/24/16 09:05:00 AM,33.953,613.5,,,,
15,06/24/16 09:10:00 AM,34.058,312.2,,,,
16,06/24/16 09:15:00 AM,36.728,148801.0,,,,
17,06/24/16 09:20:00 AM,42.520,148801.0,,,,
18,06/24/16 09:25:00 AM,45.076,154312.1,,,,
19,06/24/16 09:30:00 AM,46.083,159823.3,,,,
20,06/24/16 09:35:00 AM,47.368,165334.4,,,,
21,06/24/16 09:40:00 AM,44.089,165334.4,,,,
22,06/24/16 09:45:00 AM,44.952,220445.9,,,,
23,06/24/16 09:50:00 AM,28.655,35822.5,,,,
24,06/24/16 09:55:00 AM,24.062,35822.5,,,,
25,06/24/16 10:00:00 AM,23.677,35822.5,,,,
26,06/24/16 10:05:00 AM,23.773,34444.7,,,,
27,06/24/16 10:10:00 AM,23.869,37200.2,,,,
28,06/24/16 10:15:00 AM,23.966,37200.2,,,,
29,06/24/16 10:20:00 AM,24.062,44089.2,,,,
30,06/24/16 10:25:00 AM,24.158,42711.4,,,,
31,06/24/16 10:30:00 AM,24.255,41333.6,,,,
32,06/24/16 10:35:00 AM,24.351,42711.4,,,,
33,06/24/16 10:40:00 AM,24.448,41333.6,,,,
34,06/24/16 10:45:00 AM,24.545,46844.8,,,,
35,06/24/16 10:50:00 AM,24.545,42711.4,,,,
36,06/24/16 10:55:00 AM,24.641,44089.2,,,,
37,06/24/16 11:00:00 AM,24.641,44089.2,,,,
38,06/24/16 11:05:00 AM,24.738,44089.2,,,,
39,06/24/16 11:10:00 AM,24.738,46844.8,,,,
40,06/24/16 11:15:00 AM,24.835,49600.3,,,,
41,06/24/16 11:20:00 AM,24.835,44089.2,,,,
42,06/24/16 11:25:00 AM,24.931,46844.8,,,,
43,06/24/16 11:30:00 AM,24.931,49600.3,,,,
44,06/24/16 11:35:00 AM,25.028,44089.2,,,,
45,06/24/16 11:40:00 AM,25.125,44089.2,,,,
46,06/24/16 11:45:00 AM,25.125,49600.3,,,,
47,06/24/16 11:50:00 AM,25.222,46844.8,,,,
48,06/24/16 11:55:00 AM,25.222,44089.2,,,,
49,06/24/16 12:00:00 PM,25.319,44089.2,,,,
50,06/24/16 12:05:00 PM,25.319,49600.3,,,,
51,06/24/16 12:10:00 PM,25.416,46844.8,,,,
52,06/24/16 12:15:00 PM,25.513,49600.3,,,,
53,06/24/16 12:20:00 PM,25.610,44089.2,,,,
54,06/24/16 12:25:00 PM,25.708,49600.3,,,,
55,06/24/16 12:30:00 PM,25.805,52355.9,,,,
56,06/24/16 12:35:00 PM,25.902,55111.5,,,,
57,06/24/16 12:40:00 PM,25.902,46844.8,,,,
58,06/24/16 12:45:00 PM,26.000,42711.4,,,,
59,06/24/16 12:50:00 PM,26.097,52355.9,,,,
60,06/24/16 12:55:00 PM,26.097,46844.8,,,,
61,06/24/16 01:00:00 PM,26.195,44089.2,,,,
62,06/24/16 01:05:00 PM,26.195,49600.3,,,,
63,06/24/16 01:10:00 PM,26.195,44089.2,,,,
64,06/24/16 01:15:00 PM,26.195,44089.2,,,,
65,06/24/16 01:20:00 PM,26.195,44089.2,,,,
66,06/24/16 01:25:00 PM,26.195,39955.8,,,,
67,06/24/16 01:30:00 PM,26.292,46844.8,,,,
68,06/24/16 01:35:00 PM,26.390,44089.2,,,,
