"Plot Title: Salt-1_06-24-2016"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10643654, SEN S/N: 10643654)","Intensity, Lux (LGR S/N: 10643654, SEN S/N: 10643654)","Coupler Attached (LGR S/N: 10643654, SEN S/N: 10643654)","Host Connected (LGR S/N: 10643654, SEN S/N: 10643654)","Stopped (LGR S/N: 10643654, SEN S/N: 10643654)","End Of File (LGR S/N: 10643654, SEN S/N: 10643654)"
1,06/24/16 08:00:00 AM,25.319,10.8,,,,
2,06/24/16 08:05:00 AM,25.416,10.8,,,,
3,06/24/16 08:10:00 AM,25.513,0.0,,,,
4,06/24/16 08:15:00 AM,25.610,0.0,,,,
5,06/24/16 08:20:00 AM,25.708,0.0,,,,
6,06/24/16 08:25:00 AM,25.805,0.0,,,,
7,06/24/16 08:30:00 AM,25.902,0.0,,,,
8,06/24/16 08:35:00 AM,27.370,2066.7,,,,
9,06/24/16 08:40:00 AM,29.452,4822.3,,,,
10,06/24/16 08:45:00 AM,30.963,731.9,,,,
11,06/24/16 08:50:00 AM,31.880,3444.5,,,,
12,06/24/16 08:55:00 AM,34.479,33066.9,,,,
13,06/24/16 09:00:00 AM,34.163,2066.7,,,,
14,06/24/16 09:05:00 AM,33.639,104711.8,,,,
15,06/24/16 09:10:00 AM,35.649,148801.0,,,,
16,06/24/16 09:15:00 AM,37.935,148801.0,,,,
17,06/24/16 09:20:00 AM,39.615,159823.3,,,,
18,06/24/16 09:25:00 AM,40.300,170845.6,,,,
19,06/24/16 09:30:00 AM,40.761,170845.6,,,,
20,06/24/16 09:35:00 AM,40.645,176356.7,,,,
21,06/24/16 09:40:00 AM,41.692,176356.7,,,,
22,06/24/16 09:45:00 AM,42.998,176356.7,,,,
23,06/24/16 09:50:00 AM,43.359,176356.7,,,,
24,06/24/16 09:55:00 AM,43.723,187379.0,,,,
25,06/24/16 10:00:00 AM,45.829,187379.0,,,,
26,06/24/16 10:05:00 AM,44.457,198401.3,,,,
27,06/24/16 10:10:00 AM,45.829,187379.0,,,,
28,06/24/16 10:15:00 AM,45.201,187379.0,,,,
29,06/24/16 10:20:00 AM,45.703,187379.0,,,,
30,06/24/16 10:25:00 AM,45.703,198401.3,,,,
31,06/24/16 10:30:00 AM,45.577,198401.3,,,,
32,06/24/16 10:35:00 AM,45.956,198401.3,,,,
33,06/24/16 10:40:00 AM,46.337,198401.3,,,,
34,06/24/16 10:45:00 AM,47.368,198401.3,,,,
35,06/24/16 10:50:00 AM,48.955,198401.3,,,,
36,06/24/16 10:55:00 AM,48.421,209423.6,,,,
37,06/24/16 11:00:00 AM,48.421,209423.6,,,,
38,06/24/16 11:05:00 AM,46.465,209423.6,,,,
39,06/24/16 11:10:00 AM,47.499,209423.6,,,,
40,06/24/16 11:15:00 AM,47.109,209423.6,,,,
41,06/24/16 11:20:00 AM,47.760,209423.6,,,,
42,06/24/16 11:25:00 AM,48.421,209423.6,,,,
