"Plot Title: LCR_Rkm_1.0_2015-06-25"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10641663, SEN S/N: 10641663)","Intensity, Lux (LGR S/N: 10641663, SEN S/N: 10641663)","End Of File (LGR S/N: 10641663, SEN S/N: 10641663)"
1,06/25/15 08:00:00 AM,30.255,581.3,
2,06/25/15 08:05:00 AM,29.853,484.4,
3,06/25/15 08:10:00 AM,29.552,516.7,
4,06/25/15 08:15:00 AM,29.752,301.4,
5,06/25/15 08:20:00 AM,29.953,312.2,
6,06/25/15 08:25:00 AM,30.054,322.9,
7,06/25/15 08:30:00 AM,30.054,592.0,
8,06/25/15 08:35:00 AM,30.054,1463.9,
9,06/25/15 08:40:00 AM,30.054,484.4,
10,06/25/15 08:45:00 AM,30.154,0.0,
11,06/25/15 08:50:00 AM,30.154,139.9,
12,06/25/15 08:55:00 AM,30.154,1894.5,
13,06/25/15 09:00:00 AM,30.558,107.6,
14,06/25/15 09:05:00 AM,31.472,13089.0,
15,06/25/15 09:10:00 AM,35.864,7577.8,
16,06/25/15 09:15:00 AM,38.602,12400.1,
17,06/25/15 09:20:00 AM,37.055,7233.4,
18,06/25/15 09:25:00 AM,36.620,6544.5,
19,06/25/15 09:30:00 AM,34.058,8611.2,
20,06/25/15 09:35:00 AM,33.743,2411.1,
21,06/25/15 09:40:00 AM,33.743,1636.1,
22,06/25/15 09:45:00 AM,33.848,549.0,
23,06/25/15 09:50:00 AM,33.953,376.7,
24,06/25/15 09:55:00 AM,34.268,807.3,
25,06/25/15 10:00:00 AM,34.479,925.7,
26,06/25/15 10:05:00 AM,34.585,398.3,
27,06/25/15 10:10:00 AM,34.796,796.5,
28,06/25/15 10:15:00 AM,34.903,527.4,
29,06/25/15 10:20:00 AM,35.115,215.3,
30,06/25/15 10:25:00 AM,35.435,75.3,
31,06/25/15 10:30:00 AM,35.756,10.8,
32,06/25/15 10:35:00 AM,35.649,107.6,
33,06/25/15 10:40:00 AM,35.542,172.2,
34,06/25/15 10:45:00 AM,35.328,172.2,
35,06/25/15 10:50:00 AM,35.328,527.4,
36,06/25/15 10:55:00 AM,35.649,0.0,
37,06/25/15 11:00:00 AM,35.971,129.2,
38,06/25/15 11:05:00 AM,36.079,139.9,
39,06/25/15 11:10:00 AM,36.079,43.1,
40,06/25/15 11:15:00 AM,36.187,10.8,
41,06/25/15 11:20:00 AM,36.295,21.5,
42,06/25/15 11:25:00 AM,36.295,53.8,
43,06/25/15 11:30:00 AM,36.837,1270.1,
44,06/25/15 11:35:00 AM,39.957,1808.3,
45,06/25/15 11:40:00 AM,40.761,1151.7,
46,06/25/15 11:45:00 AM,40.876,1550.0,
47,06/25/15 11:50:00 AM,40.876,226.0,
48,06/25/15 11:55:00 AM,40.761,387.5,
49,06/25/15 12:00:00 PM,41.108,753.5,
50,06/25/15 12:05:00 PM,42.164,322.9,
51,06/25/15 12:10:00 PM,43.359,516.7,
52,06/25/15 12:15:00 PM,44.211,1205.6,
53,06/25/15 12:20:00 PM,45.326,1377.8,
54,06/25/15 12:25:00 PM,45.577,1334.7,
55,06/25/15 12:30:00 PM,45.452,2238.9,
56,06/25/15 12:35:00 PM,45.452,344.4,
57,06/25/15 12:40:00 PM,45.452,861.1,
58,06/25/15 12:45:00 PM,45.703,807.3,
59,06/25/15 12:50:00 PM,46.465,172.2,
60,06/25/15 12:55:00 PM,47.109,419.8,
61,06/25/15 01:00:00 PM,47.499,409.0,
62,06/25/15 01:05:00 PM,47.760,688.9,
63,06/25/15 01:10:00 PM,46.850,484.4,
64,06/25/15 01:15:00 PM,47.109,516.7,
65,06/25/15 01:20:00 PM,46.979,527.4,
66,06/25/15 01:25:00 PM,46.850,559.7,
67,06/25/15 01:30:00 PM,46.593,581.3,
68,06/25/15 01:35:00 PM,46.337,635.1,
69,06/25/15 01:40:00 PM,46.083,505.9,
70,06/25/15 01:45:00 PM,45.829,366.0,
71,06/25/15 01:50:00 PM,45.452,452.1,
72,06/25/15 01:55:00 PM,45.326,366.0,
73,06/25/15 02:00:00 PM,44.704,10.8,
74,06/25/15 02:05:00 PM,43.359,3100.0,
75,06/25/15 02:10:00 PM,43.966,2583.4,
76,06/25/15 02:15:00 PM,45.326,2583.4,
77,06/25/15 02:20:00 PM,44.211,667.4,
78,06/25/15 02:25:00 PM,43.601,226.0,
79,06/25/15 02:30:00 PM,43.480,516.7,
80,06/25/15 02:35:00 PM,43.359,139.9,
81,06/25/15 02:40:00 PM,43.238,183.0,
82,06/25/15 02:45:00 PM,43.601,129.2,
83,06/25/15 02:50:00 PM,44.704,53.8,
84,06/25/15 02:55:00 PM,44.952,409.0,
85,06/25/15 03:00:00 PM,44.704,366.0,
86,06/25/15 03:05:00 PM,45.201,64.6,
87,06/25/15 03:10:00 PM,45.452,64.6,
88,06/25/15 03:15:00 PM,45.956,3788.9,
89,06/25/15 03:20:00 PM,46.850,495.1,
90,06/25/15 03:25:00 PM,46.083,484.4,
91,06/25/15 03:30:00 PM,45.577,462.9,
92,06/25/15 03:35:00 PM,45.076,473.6,
93,06/25/15 03:40:00 PM,44.704,473.6,
94,06/25/15 03:45:00 PM,44.457,462.9,
95,06/25/15 03:50:00 PM,43.966,107.6,
96,06/25/15 03:55:00 PM,43.480,344.4,
97,06/25/15 04:00:00 PM,43.480,118.4,
98,06/25/15 04:05:00 PM,43.118,107.6,
99,06/25/15 04:10:00 PM,42.878,96.9,
100,06/25/15 04:15:00 PM,42.520,96.9,
101,06/25/15 04:20:00 PM,41.810,75.3,
102,06/25/15 04:25:00 PM,41.108,118.4,
103,06/25/15 04:30:00 PM,40.530,161.5,
104,06/25/15 04:35:00 PM,40.415,75.3,
105,06/25/15 04:40:00 PM,40.300,236.8,
106,06/25/15 04:45:00 PM,40.300,236.8,
107,06/25/15 04:50:00 PM,39.957,1184.0,
108,06/25/15 04:55:00 PM,39.050,947.2,
109,06/25/15 05:00:00 PM,41.692,678.1,
110,06/25/15 05:05:00 PM,43.601,115734.1,
111,06/25/15 05:10:00 PM,45.201,104711.8,
112,06/25/15 05:15:00 PM,45.201,104711.8,
113,06/25/15 05:20:00 PM,45.452,99200.7,
114,06/25/15 05:25:00 PM,45.452,88178.4,
115,06/25/15 05:30:00 PM,44.089,82667.2,
116,06/25/15 05:35:00 PM,42.878,77156.1,
117,06/25/15 05:40:00 PM,43.480,74400.5,
118,06/25/15 05:45:00 PM,42.878,71644.9,
119,06/25/15 05:50:00 PM,42.164,68889.3,
120,06/25/15 05:55:00 PM,42.639,63378.2,
121,06/25/15 06:00:00 PM,42.878,57867.0,
122,06/25/15 06:05:00 PM,41.575,26178.0,
123,06/25/15 06:10:00 PM,36.079,8611.2,
124,06/25/15 06:15:00 PM,33.743,8266.7,
125,06/25/15 06:20:00 PM,32.188,7577.8,
126,06/25/15 06:25:00 PM,31.268,6544.5,
127,06/25/15 06:30:00 PM,30.963,5511.1,
128,06/25/15 06:35:00 PM,30.558,5338.9,
129,06/25/15 06:40:00 PM,30.154,5166.7,
130,06/25/15 06:45:00 PM,29.752,4650.0,
131,06/25/15 06:50:00 PM,29.552,4305.6,
132,06/25/15 06:55:00 PM,29.552,3961.1,
133,06/25/15 07:00:00 PM,29.152,3616.7,
134,06/25/15 07:05:00 PM,28.853,3272.2,
135,06/25/15 07:10:00 PM,28.555,2927.8,
136,06/25/15 07:15:00 PM,28.357,2669.5,
137,06/25/15 07:20:00 PM,28.258,2325.0,
138,06/25/15 07:25:00 PM,27.961,1894.5,
139,06/25/15 07:30:00 PM,27.665,1550.0,
140,06/25/15 07:35:00 PM,27.468,1194.8,
141,06/25/15 07:40:00 PM,28.159,893.4,
142,06/25/15 07:45:00 PM,28.258,602.8,
143,06/25/15 07:50:00 PM,27.468,366.0,
144,06/25/15 07:55:00 PM,26.977,215.3,
145,06/25/15 08:00:00 PM,26.781,107.6,
146,06/25/15 08:05:00 PM,26.585,43.1,
147,06/25/15 08:10:00 PM,26.488,10.8,
148,06/25/15 08:15:00 PM,26.292,0.0,
149,06/25/15 08:20:00 PM,26.292,0.0,
150,06/25/15 08:25:00 PM,26.195,0.0,
151,06/25/15 08:30:00 PM,26.097,0.0,
152,06/25/15 08:35:00 PM,25.902,0.0,
153,06/25/15 08:40:00 PM,25.902,0.0,
154,06/25/15 08:45:00 PM,25.805,0.0,
155,06/25/15 08:50:00 PM,25.610,0.0,
156,06/25/15 08:55:00 PM,25.513,0.0,
157,06/25/15 09:00:00 PM,25.805,0.0,
158,06/25/15 09:05:00 PM,25.708,0.0,
159,06/25/15 09:10:00 PM,25.708,0.0,
160,06/25/15 09:15:00 PM,25.610,0.0,
161,06/25/15 09:20:00 PM,26.000,0.0,
162,06/25/15 09:25:00 PM,25.610,0.0,
163,06/25/15 09:30:00 PM,25.319,0.0,
164,06/25/15 09:35:00 PM,25.222,0.0,
165,06/25/15 09:40:00 PM,25.319,0.0,
166,06/25/15 09:45:00 PM,25.319,0.0,
167,06/25/15 09:50:00 PM,25.222,0.0,
168,06/25/15 09:55:00 PM,25.319,0.0,
169,06/25/15 10:00:00 PM,25.416,0.0,
170,06/25/15 10:05:00 PM,25.028,0.0,
171,06/25/15 10:10:00 PM,24.835,0.0,
172,06/25/15 10:15:00 PM,24.835,0.0,
173,06/25/15 10:20:00 PM,24.738,0.0,
174,06/25/15 10:25:00 PM,24.545,0.0,
175,06/25/15 10:30:00 PM,24.448,0.0,
176,06/25/15 10:35:00 PM,24.545,0.0,
177,06/25/15 10:40:00 PM,24.448,0.0,
178,06/25/15 10:45:00 PM,24.351,0.0,
179,06/25/15 10:50:00 PM,24.351,0.0,
180,06/25/15 10:55:00 PM,24.641,0.0,
181,06/25/15 11:00:00 PM,24.351,0.0,
182,06/25/15 11:05:00 PM,24.255,0.0,
183,06/25/15 11:10:00 PM,24.351,0.0,
184,06/25/15 11:15:00 PM,24.255,0.0,
185,06/25/15 11:20:00 PM,23.966,0.0,
186,06/25/15 11:25:00 PM,24.062,0.0,
187,06/25/15 11:30:00 PM,23.869,0.0,
188,06/25/15 11:35:00 PM,23.869,0.0,
189,06/25/15 11:40:00 PM,23.966,0.0,
190,06/25/15 11:45:00 PM,23.869,0.0,
191,06/25/15 11:50:00 PM,23.677,0.0,
192,06/25/15 11:55:00 PM,23.581,0.0,
193,06/26/15 12:00:00 AM,23.388,0.0,
194,06/26/15 12:05:00 AM,23.581,0.0,
195,06/26/15 12:10:00 AM,23.581,0.0,
196,06/26/15 12:15:00 AM,23.773,0.0,
197,06/26/15 12:20:00 AM,23.581,0.0,
198,06/26/15 12:25:00 AM,23.581,0.0,
199,06/26/15 12:30:00 AM,23.773,0.0,
200,06/26/15 12:35:00 AM,23.966,0.0,
201,06/26/15 12:40:00 AM,23.677,0.0,
202,06/26/15 12:45:00 AM,23.292,0.0,
203,06/26/15 12:50:00 AM,23.100,0.0,
204,06/26/15 12:55:00 AM,23.292,0.0,
205,06/26/15 01:00:00 AM,23.004,0.0,
206,06/26/15 01:05:00 AM,23.004,0.0,
207,06/26/15 01:10:00 AM,23.100,0.0,
208,06/26/15 01:15:00 AM,22.908,0.0,
209,06/26/15 01:20:00 AM,22.717,0.0,
210,06/26/15 01:25:00 AM,22.812,0.0,
211,06/26/15 01:30:00 AM,23.100,0.0,
212,06/26/15 01:35:00 AM,23.388,0.0,
213,06/26/15 01:40:00 AM,23.966,0.0,
214,06/26/15 01:45:00 AM,25.513,0.0,
215,06/26/15 01:50:00 AM,25.708,0.0,
216,06/26/15 01:55:00 AM,25.805,0.0,
217,06/26/15 02:00:00 AM,26.585,0.0,
218,06/26/15 02:05:00 AM,25.805,0.0,
219,06/26/15 02:10:00 AM,24.931,0.0,
220,06/26/15 02:15:00 AM,24.158,0.0,
221,06/26/15 02:20:00 AM,23.773,0.0,
222,06/26/15 02:25:00 AM,23.388,0.0,
223,06/26/15 02:30:00 AM,23.100,0.0,
224,06/26/15 02:35:00 AM,22.812,0.0,
225,06/26/15 02:40:00 AM,23.292,0.0,
226,06/26/15 02:45:00 AM,22.717,0.0,
227,06/26/15 02:50:00 AM,22.333,0.0,
228,06/26/15 02:55:00 AM,22.238,0.0,
229,06/26/15 03:00:00 AM,22.046,0.0,
230,06/26/15 03:05:00 AM,22.046,0.0,
231,06/26/15 03:10:00 AM,22.429,0.0,
232,06/26/15 03:15:00 AM,22.333,0.0,
233,06/26/15 03:20:00 AM,21.951,0.0,
234,06/26/15 03:25:00 AM,21.760,0.0,
235,06/26/15 03:30:00 AM,21.664,0.0,
236,06/26/15 03:35:00 AM,21.664,0.0,
237,06/26/15 03:40:00 AM,21.569,0.0,
238,06/26/15 03:45:00 AM,21.473,0.0,
239,06/26/15 03:50:00 AM,21.378,0.0,
240,06/26/15 03:55:00 AM,21.473,0.0,
241,06/26/15 04:00:00 AM,21.378,0.0,
242,06/26/15 04:05:00 AM,21.282,0.0,
243,06/26/15 04:10:00 AM,21.378,0.0,
244,06/26/15 04:15:00 AM,21.378,0.0,
245,06/26/15 04:20:00 AM,21.378,0.0,
246,06/26/15 04:25:00 AM,21.282,0.0,
247,06/26/15 04:30:00 AM,21.282,0.0,
248,06/26/15 04:35:00 AM,21.378,0.0,
249,06/26/15 04:40:00 AM,21.282,0.0,
250,06/26/15 04:45:00 AM,21.282,0.0,
251,06/26/15 04:50:00 AM,21.187,0.0,
252,06/26/15 04:55:00 AM,21.091,32.3,
253,06/26/15 05:00:00 AM,20.996,75.3,
254,06/26/15 05:05:00 AM,20.996,161.5,
255,06/26/15 05:10:00 AM,21.282,290.6,
256,06/26/15 05:15:00 AM,21.378,462.9,
257,06/26/15 05:20:00 AM,21.378,731.9,
258,06/26/15 05:25:00 AM,21.187,1076.4,
259,06/26/15 05:30:00 AM,21.187,1463.9,
260,06/26/15 05:35:00 AM,21.187,1894.5,
261,06/26/15 05:40:00 AM,21.760,1808.3,
262,06/26/15 05:45:00 AM,21.760,1808.3,
263,06/26/15 05:50:00 AM,21.855,2066.7,
264,06/26/15 05:55:00 AM,21.664,2583.4,
265,06/26/15 06:00:00 AM,21.378,2325.0,
266,06/26/15 06:05:00 AM,21.282,2411.1,
267,06/26/15 06:10:00 AM,21.187,2927.8,
268,06/26/15 06:15:00 AM,21.282,3444.5,
269,06/26/15 06:20:00 AM,21.473,4822.3,
270,06/26/15 06:25:00 AM,21.951,5338.9,
271,06/26/15 06:30:00 AM,22.142,5166.7,
272,06/26/15 06:35:00 AM,22.333,5166.7,
273,06/26/15 06:40:00 AM,22.238,5166.7,
274,06/26/15 06:45:00 AM,22.142,5166.7,
275,06/26/15 06:50:00 AM,22.046,5511.1,
276,06/26/15 06:55:00 AM,22.429,5511.1,
277,06/26/15 07:00:00 AM,22.429,6200.0,
278,06/26/15 07:05:00 AM,22.621,7577.8,
279,06/26/15 07:10:00 AM,22.621,8611.2,
280,06/26/15 07:15:00 AM,23.484,10677.8,
281,06/26/15 07:20:00 AM,24.738,11022.3,
282,06/26/15 07:25:00 AM,25.125,11022.3,
283,06/26/15 07:30:00 AM,25.319,12400.1,
284,06/26/15 07:35:00 AM,25.610,15844.5,
285,06/26/15 07:40:00 AM,27.567,33066.9,
286,06/26/15 07:45:00 AM,27.468,19289.0,
287,06/26/15 07:50:00 AM,28.555,46844.8,
288,06/26/15 07:55:00 AM,30.457,52355.9,
289,06/26/15 08:00:00 AM,31.472,57867.0,
290,06/26/15 08:05:00 AM,29.552,24800.2,
291,06/26/15 08:10:00 AM,28.853,26178.0,
292,06/26/15 08:15:00 AM,28.853,60622.6,
293,06/26/15 08:20:00 AM,30.558,79911.6,
294,06/26/15 08:25:00 AM,32.188,41333.6,
