"Plot Title: LCR_Rkm_10.4_2015-06-25"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10641658, SEN S/N: 10641658)","Intensity, Lux (LGR S/N: 10641658, SEN S/N: 10641658)","End Of File (LGR S/N: 10641658, SEN S/N: 10641658)"
1,06/25/15 08:00:00 AM,33.848,74400.5,
2,06/25/15 08:05:00 AM,31.983,107.6,
3,06/25/15 08:10:00 AM,30.760,129.2,
4,06/25/15 08:15:00 AM,29.953,139.9,
5,06/25/15 08:20:00 AM,29.452,150.7,
6,06/25/15 08:25:00 AM,29.053,161.5,
7,06/25/15 08:30:00 AM,28.853,0.0,
8,06/25/15 08:35:00 AM,28.258,0.0,
9,06/25/15 08:40:00 AM,28.357,269.1,
10,06/25/15 08:45:00 AM,28.456,21.5,
11,06/25/15 08:50:00 AM,28.456,43.1,
12,06/25/15 08:55:00 AM,29.452,1313.2,
13,06/25/15 09:00:00 AM,30.963,1377.8,
14,06/25/15 09:05:00 AM,32.086,1377.8,
15,06/25/15 09:10:00 AM,32.807,1377.8,
16,06/25/15 09:15:00 AM,33.743,3272.2,
17,06/25/15 09:20:00 AM,34.268,1248.6,
18,06/25/15 09:25:00 AM,33.430,4133.4,
19,06/25/15 09:30:00 AM,36.079,121245.2,
20,06/25/15 09:35:00 AM,37.935,143289.8,
21,06/25/15 09:40:00 AM,38.379,143289.8,
22,06/25/15 09:45:00 AM,39.050,148801.0,
23,06/25/15 09:50:00 AM,40.530,165334.4,
24,06/25/15 09:55:00 AM,42.401,154312.1,
25,06/25/15 10:00:00 AM,44.334,209423.6,
26,06/25/15 10:05:00 AM,44.828,148801.0,
27,06/25/15 10:10:00 AM,45.326,220445.9,
28,06/25/15 10:15:00 AM,47.109,231468.2,
29,06/25/15 10:20:00 AM,48.155,231468.2,
30,06/25/15 10:25:00 AM,48.288,170845.6,
31,06/25/15 10:30:00 AM,45.829,242490.5,
32,06/25/15 10:35:00 AM,47.499,110223.0,
33,06/25/15 10:40:00 AM,43.118,88178.4,
34,06/25/15 10:45:00 AM,40.300,68889.3,
35,06/25/15 10:50:00 AM,37.935,57867.0,
36,06/25/15 10:55:00 AM,36.511,52355.9,
37,06/25/15 11:00:00 AM,35.756,55111.5,
38,06/25/15 11:05:00 AM,38.714,242490.5,
39,06/25/15 11:10:00 AM,42.758,49600.3,
40,06/25/15 11:15:00 AM,39.050,46844.8,
41,06/25/15 11:20:00 AM,36.728,49600.3,
42,06/25/15 11:25:00 AM,35.864,63378.2,
43,06/25/15 11:30:00 AM,41.810,264535.1,
44,06/25/15 11:35:00 AM,48.155,220445.9,
45,06/25/15 11:40:00 AM,44.334,126756.4,
46,06/25/15 11:45:00 AM,45.956,253512.8,
47,06/25/15 11:50:00 AM,50.318,253512.8,
48,06/25/15 11:55:00 AM,52.006,253512.8,
49,06/25/15 12:00:00 PM,50.734,137778.7,
50,06/25/15 12:05:00 PM,50.456,176356.7,
51,06/25/15 12:10:00 PM,47.109,187379.0,
52,06/25/15 12:15:00 PM,43.480,57867.0,
53,06/25/15 12:20:00 PM,41.810,99200.7,
54,06/25/15 12:25:00 PM,40.071,77156.1,
55,06/25/15 12:30:00 PM,40.185,55111.5,
