"Plot Title: LCR_Rkm_20.75_2015-06-25"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10643648, SEN S/N: 10643648)","Intensity, Lux (LGR S/N: 10643648, SEN S/N: 10643648)","End Of File (LGR S/N: 10643648, SEN S/N: 10643648)"
1,06/25/15 08:00:00 AM,35.009,290.6,
2,06/25/15 08:05:00 AM,33.014,10.8,
3,06/25/15 08:10:00 AM,31.880,21.5,
4,06/25/15 08:15:00 AM,31.166,21.5,
5,06/25/15 08:20:00 AM,30.659,21.5,
6,06/25/15 08:25:00 AM,30.255,32.3,
7,06/25/15 08:30:00 AM,29.953,21.5,
8,06/25/15 08:35:00 AM,29.752,0.0,
9,06/25/15 08:40:00 AM,30.154,968.8,
10,06/25/15 08:45:00 AM,30.356,107.6,
11,06/25/15 08:50:00 AM,30.457,150.7,
12,06/25/15 08:55:00 AM,30.862,301.4,
13,06/25/15 09:00:00 AM,31.574,322.9,
14,06/25/15 09:05:00 AM,32.188,462.9,
15,06/25/15 09:10:00 AM,32.704,430.6,
16,06/25/15 09:15:00 AM,35.115,132267.5,
17,06/25/15 09:20:00 AM,35.756,1722.2,
18,06/25/15 09:25:00 AM,35.222,5338.9,
19,06/25/15 09:30:00 AM,39.050,7577.8,
20,06/25/15 09:35:00 AM,41.928,6544.5,
21,06/25/15 09:40:00 AM,41.458,419.8,
22,06/25/15 09:45:00 AM,39.502,398.3,
23,06/25/15 09:50:00 AM,38.490,269.1,
24,06/25/15 09:55:00 AM,38.046,290.6,
25,06/25/15 10:00:00 AM,38.046,710.4,
26,06/25/15 10:05:00 AM,37.824,183.0,
27,06/25/15 10:10:00 AM,37.714,322.9,
28,06/25/15 10:15:00 AM,37.604,441.3,
29,06/25/15 10:20:00 AM,37.714,215.3,
30,06/25/15 10:25:00 AM,37.494,1550.0,
31,06/25/15 10:30:00 AM,37.274,785.8,
32,06/25/15 10:35:00 AM,37.165,226.0,
33,06/25/15 10:40:00 AM,36.946,172.2,
34,06/25/15 10:45:00 AM,36.620,96.9,
35,06/25/15 10:50:00 AM,36.295,139.9,
36,06/25/15 10:55:00 AM,35.864,96.9,
37,06/25/15 11:00:00 AM,35.542,215.3,
38,06/25/15 11:05:00 AM,34.903,43.1,
39,06/25/15 11:10:00 AM,34.691,258.3,
40,06/25/15 11:15:00 AM,35.115,96.9,
41,06/25/15 11:20:00 AM,35.435,107.6,
42,06/25/15 11:25:00 AM,35.649,86.1,
43,06/25/15 11:30:00 AM,35.649,96.9,
44,06/25/15 11:35:00 AM,35.542,43.1,
45,06/25/15 11:40:00 AM,37.274,17911.2,
46,06/25/15 11:45:00 AM,39.163,9644.5,
47,06/25/15 11:50:00 AM,41.341,5511.1,
48,06/25/15 11:55:00 AM,42.878,6200.0,
49,06/25/15 12:00:00 PM,49.768,33066.9,
50,06/25/15 12:05:00 PM,43.723,516.7,
