"Plot Title: LCR_Rkm_14.3_2015-06-25"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10641659, SEN S/N: 10641659)","Intensity, Lux (LGR S/N: 10641659, SEN S/N: 10641659)","End Of File (LGR S/N: 10641659, SEN S/N: 10641659)"
1,06/25/15 08:00:00 AM,33.535,5511.1,
2,06/25/15 08:05:00 AM,30.558,947.2,
3,06/25/15 08:10:00 AM,28.655,979.5,
4,06/25/15 08:15:00 AM,27.370,1044.1,
5,06/25/15 08:20:00 AM,26.683,1097.9,
6,06/25/15 08:25:00 AM,26.292,1216.3,
7,06/25/15 08:30:00 AM,26.683,53.8,
8,06/25/15 08:35:00 AM,27.075,0.0,
9,06/25/15 08:40:00 AM,27.665,1722.2,
10,06/25/15 08:45:00 AM,28.060,656.6,
11,06/25/15 08:50:00 AM,28.159,602.8,
12,06/25/15 08:55:00 AM,29.252,1302.4,
13,06/25/15 09:00:00 AM,30.862,1377.8,
14,06/25/15 09:05:00 AM,32.188,1377.8,
15,06/25/15 09:10:00 AM,33.222,1463.9,
16,06/25/15 09:15:00 AM,34.268,2066.7,
17,06/25/15 09:20:00 AM,34.268,1636.1,
18,06/25/15 09:25:00 AM,34.163,1550.0,
19,06/25/15 09:30:00 AM,34.585,1894.5,
20,06/25/15 09:35:00 AM,35.756,1808.3,
21,06/25/15 09:40:00 AM,36.728,32.3,
22,06/25/15 09:45:00 AM,36.620,32.3,
23,06/25/15 09:50:00 AM,36.295,75.3,
24,06/25/15 09:55:00 AM,36.079,269.1,
25,06/25/15 10:00:00 AM,36.079,118.4,
26,06/25/15 10:05:00 AM,35.864,32.3,
27,06/25/15 10:10:00 AM,35.756,107.6,
28,06/25/15 10:15:00 AM,35.542,32.3,
29,06/25/15 10:20:00 AM,35.435,10.8,
30,06/25/15 10:25:00 AM,35.009,161.5,
31,06/25/15 10:30:00 AM,34.796,107.6,
32,06/25/15 10:35:00 AM,34.796,86.1,
33,06/25/15 10:40:00 AM,34.903,64.6,
34,06/25/15 10:45:00 AM,35.009,32.3,
35,06/25/15 10:50:00 AM,34.903,32.3,
36,06/25/15 10:55:00 AM,34.903,10.8,
37,06/25/15 11:00:00 AM,34.796,0.0,
38,06/25/15 11:05:00 AM,34.268,10.8,
39,06/25/15 11:10:00 AM,33.953,172.2,
40,06/25/15 11:15:00 AM,34.374,32.3,
41,06/25/15 11:20:00 AM,34.691,43.1,
42,06/25/15 11:25:00 AM,34.796,32.3,
43,06/25/15 11:30:00 AM,34.691,21.5,
44,06/25/15 11:35:00 AM,34.479,0.0,
45,06/25/15 11:40:00 AM,37.274,20666.8,
46,06/25/15 11:45:00 AM,37.055,2927.8,
47,06/25/15 11:50:00 AM,37.494,2152.8,
48,06/25/15 11:55:00 AM,38.157,2411.1,
49,06/25/15 12:00:00 PM,40.992,11711.2,
50,06/25/15 12:05:00 PM,40.645,344.4,
51,06/25/15 12:10:00 PM,40.415,172.2,
52,06/25/15 12:15:00 PM,40.300,333.7,
53,06/25/15 12:20:00 PM,40.300,150.7,
54,06/25/15 12:25:00 PM,40.071,312.2,
55,06/25/15 12:30:00 PM,40.185,419.8,
56,06/25/15 12:35:00 PM,41.108,242490.5,
57,06/25/15 12:40:00 PM,47.629,231468.2,
58,06/25/15 12:45:00 PM,49.090,170845.6,
59,06/25/15 12:50:00 PM,51.436,231468.2,
60,06/25/15 12:55:00 PM,54.056,231468.2,
61,06/25/15 01:00:00 PM,54.056,231468.2,
62,06/25/15 01:05:00 PM,52.873,220445.9,
63,06/25/15 01:10:00 PM,52.727,231468.2,
64,06/25/15 01:15:00 PM,54.507,231468.2,
65,06/25/15 01:20:00 PM,55.117,231468.2,
66,06/25/15 01:25:00 PM,54.964,231468.2,
67,06/25/15 01:30:00 PM,54.056,220445.9,
68,06/25/15 01:35:00 PM,54.206,220445.9,
69,06/25/15 01:40:00 PM,54.206,220445.9,
70,06/25/15 01:45:00 PM,54.811,220445.9,
71,06/25/15 01:50:00 PM,55.735,220445.9,
72,06/25/15 01:55:00 PM,55.735,220445.9,
73,06/25/15 02:00:00 PM,55.735,220445.9,
74,06/25/15 02:05:00 PM,54.811,220445.9,
75,06/25/15 02:10:00 PM,55.271,209423.6,
76,06/25/15 02:15:00 PM,55.580,209423.6,
77,06/25/15 02:20:00 PM,55.271,209423.6,
78,06/25/15 02:25:00 PM,53.906,209423.6,
79,06/25/15 02:30:00 PM,53.166,209423.6,
80,06/25/15 02:35:00 PM,52.006,198401.3,
81,06/25/15 02:40:00 PM,52.293,198401.3,
82,06/25/15 02:45:00 PM,52.437,198401.3,
83,06/25/15 02:50:00 PM,52.582,198401.3,
84,06/25/15 02:55:00 PM,53.019,198401.3,
85,06/25/15 03:00:00 PM,53.906,187379.0,
86,06/25/15 03:05:00 PM,53.906,187379.0,
87,06/25/15 03:10:00 PM,46.083,14466.8,
88,06/25/15 03:15:00 PM,39.615,14466.8,
89,06/25/15 03:20:00 PM,36.728,15844.5,
90,06/25/15 03:25:00 PM,35.542,14466.8,
91,06/25/15 03:30:00 PM,35.435,14466.8,
92,06/25/15 03:35:00 PM,35.115,14466.8,
93,06/25/15 03:40:00 PM,34.479,14466.8,
94,06/25/15 03:45:00 PM,35.009,15155.7,
95,06/25/15 03:50:00 PM,33.953,12400.1,
96,06/25/15 03:55:00 PM,33.222,11022.3,
97,06/25/15 04:00:00 PM,32.394,10333.4,
98,06/25/15 04:05:00 PM,31.778,9300.1,
99,06/25/15 04:10:00 PM,31.370,8611.2,
100,06/25/15 04:15:00 PM,30.862,7233.4,
101,06/25/15 04:20:00 PM,31.064,6544.5,
102,06/25/15 04:25:00 PM,31.370,6200.0,
103,06/25/15 04:30:00 PM,30.963,6200.0,
104,06/25/15 04:35:00 PM,30.457,5511.1,
105,06/25/15 04:40:00 PM,30.154,5511.1,
106,06/25/15 04:45:00 PM,30.054,5166.7,
107,06/25/15 04:50:00 PM,29.853,5166.7,
108,06/25/15 04:55:00 PM,29.652,5166.7,
109,06/25/15 05:00:00 PM,29.652,4994.5,
110,06/25/15 05:05:00 PM,29.452,4994.5,
111,06/25/15 05:10:00 PM,29.452,4822.3,
