"Plot Title: Boulders-1_05-19-2015"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10641664, SEN S/N: 10641664)","Intensity, Lux (LGR S/N: 10641664, SEN S/N: 10641664)","End Of File (LGR S/N: 10641664, SEN S/N: 10641664)"
1,05/19/15 08:00:00 AM,11.139,452.1,
2,05/19/15 08:05:00 AM,11.334,1141.0,
3,05/19/15 08:10:00 AM,12.497,2325.0,
4,05/19/15 08:15:00 AM,16.332,5166.7,
5,05/19/15 08:20:00 AM,20.138,5511.1,
6,05/19/15 08:25:00 AM,23.292,5511.1,
7,05/19/15 08:30:00 AM,25.610,5166.7,
8,05/19/15 08:35:00 AM,27.173,5166.7,
9,05/19/15 08:40:00 AM,28.357,4994.5,
10,05/19/15 08:45:00 AM,29.252,4822.3,
11,05/19/15 08:50:00 AM,26.292,409.0,
12,05/19/15 08:55:00 AM,22.717,409.0,
13,05/19/15 09:00:00 AM,20.805,419.8,
14,05/19/15 09:05:00 AM,19.377,0.0,
15,05/19/15 09:10:00 AM,19.092,2497.2,
16,05/19/15 09:15:00 AM,26.390,2755.6,
17,05/19/15 09:20:00 AM,26.000,1808.3,
18,05/19/15 09:25:00 AM,25.222,2583.4,
19,05/19/15 09:30:00 AM,23.581,4650.0,
20,05/19/15 09:35:00 AM,22.429,4650.0,
21,05/19/15 09:40:00 AM,21.473,4650.0,
22,05/19/15 09:45:00 AM,20.901,4650.0,
23,05/19/15 09:50:00 AM,20.615,4650.0,
24,05/19/15 09:55:00 AM,20.329,4477.8,
25,05/19/15 10:00:00 AM,20.138,4477.8,
26,05/19/15 10:05:00 AM,20.043,3444.5,
27,05/19/15 10:10:00 AM,20.329,0.0,
28,05/19/15 10:15:00 AM,21.091,150.7,
29,05/19/15 10:20:00 AM,21.378,21.5,
30,05/19/15 10:25:00 AM,21.664,6200.0,
31,05/19/15 10:30:00 AM,22.812,1324.0,
32,05/19/15 10:35:00 AM,23.869,2152.8,
33,05/19/15 10:40:00 AM,24.545,4650.0,
34,05/19/15 10:45:00 AM,25.513,118.4,
35,05/19/15 10:50:00 AM,25.610,2927.8,
36,05/19/15 10:55:00 AM,26.000,3100.0,
37,05/19/15 11:00:00 AM,26.781,3616.7,
38,05/19/15 11:05:00 AM,27.075,0.0,
39,05/19/15 11:10:00 AM,28.159,1808.3,
40,05/19/15 11:15:00 AM,28.555,3616.7,
41,05/19/15 11:20:00 AM,29.053,3444.5,
42,05/19/15 11:25:00 AM,29.352,2755.6,
43,05/19/15 11:30:00 AM,29.552,150.7,
44,05/19/15 11:35:00 AM,30.054,150.7,
45,05/19/15 11:40:00 AM,29.552,32.3,
46,05/19/15 11:45:00 AM,28.853,2755.6,
47,05/19/15 11:50:00 AM,28.953,4133.4,
48,05/19/15 11:55:00 AM,29.752,2755.6,
49,05/19/15 12:00:00 PM,30.457,64.6,
50,05/19/15 12:05:00 PM,30.760,150.7,
51,05/19/15 12:10:00 PM,31.268,2669.5,
52,05/19/15 12:15:00 PM,31.778,2755.6,
53,05/19/15 12:20:00 PM,30.963,5511.1,
54,05/19/15 12:25:00 PM,30.862,4650.0,
55,05/19/15 12:30:00 PM,32.807,6544.5,
56,05/19/15 12:35:00 PM,32.086,807.3,
57,05/19/15 12:40:00 PM,30.154,742.7,
58,05/19/15 12:45:00 PM,29.953,1550.0,
59,05/19/15 12:50:00 PM,30.356,699.7,
60,05/19/15 12:55:00 PM,31.064,0.0,
61,05/19/15 01:00:00 PM,31.370,2583.4,
62,05/19/15 01:05:00 PM,31.574,2497.2,
63,05/19/15 01:10:00 PM,31.983,1259.4,
64,05/19/15 01:15:00 PM,32.600,656.6,
65,05/19/15 01:20:00 PM,33.118,1108.7,
66,05/19/15 01:25:00 PM,33.326,549.0,
67,05/19/15 01:30:00 PM,32.600,613.5,
68,05/19/15 01:35:00 PM,32.086,602.8,
69,05/19/15 01:40:00 PM,31.676,269.1,
70,05/19/15 01:45:00 PM,31.064,269.1,
71,05/19/15 01:50:00 PM,31.472,914.9,
72,05/19/15 01:55:00 PM,29.752,1076.4,
73,05/19/15 02:00:00 PM,29.352,1216.3,
74,05/19/15 02:05:00 PM,29.652,1205.6,
75,05/19/15 02:10:00 PM,32.086,37200.2,
76,05/19/15 02:15:00 PM,35.864,7577.8,
77,05/19/15 02:20:00 PM,36.295,187379.0,
78,05/19/15 02:25:00 PM,40.876,176356.7,
79,05/19/15 02:30:00 PM,42.164,187379.0,
80,05/19/15 02:35:00 PM,44.580,170845.6,
81,05/19/15 02:40:00 PM,43.601,159823.3,
82,05/19/15 02:45:00 PM,41.928,159823.3,
83,05/19/15 02:50:00 PM,40.992,23422.4,
84,05/19/15 02:55:00 PM,40.300,148801.0,
85,05/19/15 03:00:00 PM,37.055,16533.4,
86,05/19/15 03:05:00 PM,36.403,33066.9,
87,05/19/15 03:10:00 PM,39.389,132267.5,
88,05/19/15 03:15:00 PM,39.729,132267.5,
89,05/19/15 03:20:00 PM,38.490,104711.8,
90,05/19/15 03:25:00 PM,42.878,126756.4,
91,05/19/15 03:30:00 PM,39.502,19289.0,
92,05/19/15 03:35:00 PM,37.274,110223.0,
93,05/19/15 03:40:00 PM,39.843,104711.8,
94,05/19/15 03:45:00 PM,34.479,37200.2,
95,05/19/15 03:50:00 PM,32.600,20666.8,
96,05/19/15 03:55:00 PM,31.676,16533.4,
97,05/19/15 04:00:00 PM,33.639,79911.6,
98,05/19/15 04:05:00 PM,37.714,77156.1,
99,05/19/15 04:10:00 PM,35.328,60622.6,
100,05/19/15 04:15:00 PM,37.604,60622.6,
101,05/19/15 04:20:00 PM,38.602,57867.0,
